DeviceId,Time,x,y,z
test10,12/5/2019 11:28:00 AM,352.6,78.36,358.47
test10,12/5/2019 11:28:03 AM,354.73,78.17,358.89
test10,12/5/2019 11:28:05 AM,354.57,78.25,358.87
test10,12/5/2019 11:28:07 AM,355.89,77.86,359.11
test10,12/5/2019 11:28:09 AM,356.78,78.66,359.35
test10,12/5/2019 11:28:11 AM,357.45,78.16,359.46
test10,12/5/2019 11:28:13 AM,348.73,72.43,356.39
test10,12/5/2019 11:28:15 AM,341.84,70.07,353.22
test10,12/5/2019 11:28:18 AM,344.13,69.68,353.99
test10,12/5/2019 11:28:20 AM,346.03,69.61,354.71
test10,12/5/2019 11:28:22 AM,341.17,70.66,353.18
test10,12/5/2019 11:28:25 AM,341.64,71.04,353.5
test10,12/5/2019 11:28:27 AM,337.43,71.63,352.14
test10,12/5/2019 11:28:29 AM,340.1,71.13,352.95
test10,12/5/2019 11:28:31 AM,344.63,69.77,354.22
test10,12/5/2019 11:28:34 AM,348.95,66.69,355.19
test10,12/5/2019 11:28:36 AM,348.77,66.84,355.15
test10,12/5/2019 11:28:38 AM,348.67,66.85,355.11
test10,12/5/2019 11:28:40 AM,346.9,66.59,354.25
test10,12/5/2019 11:28:42 AM,349.51,65.71,355.22
test10,12/5/2019 11:28:45 AM,342.73,68.28,352.94
test10,12/5/2019 11:28:47 AM,334.85,70.34,350.48
test10,12/5/2019 11:28:49 AM,339.19,68.74,351.59
test10,12/5/2019 11:28:51 AM,336.29,70.04,350.94
test10,12/5/2019 11:28:54 AM,344.57,67.48,353.47
test10,12/5/2019 11:28:56 AM,348.31,67.23,355.04
test10,12/5/2019 11:28:58 AM,346.5,66.71,354.1
test10,12/5/2019 11:29:00 AM,343.63,67.27,352.98
test10,12/5/2019 11:29:02 AM,344.44,68.1,353.61
test10,12/5/2019 11:29:04 AM,346.07,67.23,354.06
test10,12/5/2019 11:29:07 AM,346.51,66.05,353.92
test10,12/5/2019 11:29:09 AM,349.43,65.71,355.19
test10,12/5/2019 11:29:11 AM,348.45,67.03,355.05
test10,12/5/2019 11:29:13 AM,349.49,66.05,355.29
test10,12/5/2019 11:29:16 AM,349.57,65.71,355.25
test10,12/5/2019 11:29:18 AM,348.42,65.58,354.69
test10,12/5/2019 11:29:20 AM,348.68,65.81,354.86
test10,12/5/2019 11:29:22 AM,345.59,67.26,353.85
test10,12/5/2019 11:29:24 AM,342.57,67.02,352.42
test10,12/5/2019 11:29:26 AM,346.32,65.37,353.63
test10,12/5/2019 11:29:29 AM,345.9,66.4,353.74
test10,12/5/2019 11:29:31 AM,344.79,66.25,353.18
test10,12/5/2019 11:29:33 AM,344.97,66.82,353.44
test10,12/5/2019 11:29:35 AM,344.46,66.61,353.14
test10,12/5/2019 11:29:37 AM,342.25,67.85,352.57
test10,12/5/2019 11:29:39 AM,344.82,66.16,353.16
test10,12/5/2019 11:29:41 AM,340.51,68.12,351.91
test10,12/5/2019 11:29:44 AM,342.26,67.72,352.53
test10,12/5/2019 11:29:46 AM,339.7,68.27,351.61
test10,12/5/2019 11:29:48 AM,342.26,68.21,352.71
test10,12/5/2019 11:29:50 AM,341.81,68.24,352.53
test10,12/5/2019 11:29:52 AM,341.43,67.87,352.22
test10,12/5/2019 11:29:54 AM,340.98,68.28,352.18
test10,12/5/2019 11:29:56 AM,341.46,68.78,352.58
test10,12/5/2019 11:29:59 AM,341.93,67.93,352.47
test10,12/5/2019 11:30:01 AM,342.07,68.09,352.59
test10,12/5/2019 11:30:03 AM,341.37,68.55,352.45
test10,12/5/2019 11:30:06 AM,341.38,68.21,352.33
test10,12/5/2019 11:30:08 AM,353,63.91,356.56
test10,12/5/2019 11:30:11 AM,352.79,64.44,356.54
test10,12/5/2019 11:30:13 AM,353.51,63.97,356.82
test10,12/5/2019 11:30:15 AM,352.3,64.36,356.29
test10,12/5/2019 11:30:18 AM,351.06,65.36,355.87
test10,12/5/2019 11:30:20 AM,332.16,71.48,349.97
test10,12/5/2019 11:30:22 AM,337.12,68.81,350.71
test10,12/5/2019 11:30:24 AM,338.83,68.26,351.22
test10,12/5/2019 11:30:26 AM,340.24,68.24,351.84
test10,12/5/2019 11:30:29 AM,351.14,66.98,356.21
test10,12/5/2019 11:30:31 AM,356.44,65.52,358.38
test10,12/5/2019 11:30:33 AM,17.43,65.77,8.04
test10,12/5/2019 11:30:35 AM,23.15,69.42,9.12
test10,12/5/2019 11:30:37 AM,19.4,68.36,7.95
test10,12/5/2019 11:30:40 AM,26.04,70.1,10.03
test10,12/5/2019 11:30:42 AM,24.31,68.91,9.88
test10,12/5/2019 11:30:44 AM,23.64,67.08,10.49
test10,12/5/2019 11:30:46 AM,23.83,70.31,8.98
test10,12/5/2019 11:30:49 AM,8.98,70.15,3.27
test10,12/5/2019 11:30:51 AM,41.41,78.94,9.79
test10,12/5/2019 11:30:53 AM,26.87,53.27,20.71
test10,12/5/2019 11:30:55 AM,24.07,55.84,16.86
test10,12/5/2019 11:30:57 AM,30.03,56.03,21.28
test10,12/5/2019 11:31:00 AM,32.67,61.27,19.37
test10,12/5/2019 11:31:02 AM,21.72,50.43,18.23
test10,12/5/2019 11:31:04 AM,36.21,63.69,19.9
test10,12/5/2019 11:31:06 AM,34.16,62.68,19.32
test10,12/5/2019 11:31:09 AM,34.15,62.26,19.63
test10,12/5/2019 11:31:11 AM,34.21,62.96,19.14
test10,12/5/2019 11:31:13 AM,31.6,62.06,18.08
test10,12/5/2019 11:31:15 AM,32.44,62.04,18.64
test10,12/5/2019 11:31:18 AM,26.72,62.03,14.96
test10,12/5/2019 11:31:20 AM,26.68,61.24,15.42
test10,12/5/2019 11:31:22 AM,27.39,61.86,15.49
test10,12/5/2019 11:31:24 AM,27.84,61.5,16
test10,12/5/2019 11:31:27 AM,353.35,73.26,357.99
test10,12/5/2019 11:31:29 AM,12.41,71.36,4.24
test10,12/5/2019 11:31:31 AM,10.54,73.31,3.19
test10,12/5/2019 11:31:33 AM,331.62,77.09,352.94
test10,12/5/2019 11:31:35 AM,350.31,73.56,357.12
test10,12/5/2019 11:31:38 AM,344.99,76.51,356.32
test10,12/5/2019 11:31:40 AM,332.8,80.18,354.91
test10,12/5/2019 11:31:42 AM,337.02,78.5,355.07
test10,12/5/2019 11:31:44 AM,339.89,77.54,355.37
test10,12/5/2019 11:31:46 AM,18.58,74.85,5.2
test10,12/5/2019 11:31:48 AM,348.92,72.03,356.37
test10,12/5/2019 11:31:51 AM,351.26,71.03,356.97
test10,12/5/2019 11:31:53 AM,350.23,73.14,357.01
test10,12/5/2019 11:31:55 AM,355.36,71.26,358.42
test10,12/5/2019 11:31:57 AM,350.79,71.29,356.86
test10,12/5/2019 11:31:59 AM,6.36,69.14,2.43
test10,12/5/2019 11:32:02 AM,6.09,71.72,2.02
test10,12/5/2019 11:32:04 AM,5.65,71.61,1.88
test10,12/5/2019 11:32:06 AM,359.11,71.57,359.7
test10,12/5/2019 11:32:08 AM,358.82,72.49,359.63
test10,12/5/2019 11:32:10 AM,15.78,70.25,5.79
test10,12/5/2019 11:32:13 AM,13.93,67.39,5.9
test10,12/5/2019 11:32:15 AM,15.03,67.92,6.22
test10,12/5/2019 11:32:17 AM,25.72,68.46,10.77
test10,12/5/2019 11:32:19 AM,25,62.69,13.54
test10,12/5/2019 11:32:21 AM,24.62,61.28,14.1
test10,12/5/2019 11:32:24 AM,27.34,62.47,15.08
test10,12/5/2019 11:32:26 AM,27.08,62.39,14.97
test10,12/5/2019 11:32:28 AM,25.22,61.65,14.26
test10,12/5/2019 11:32:30 AM,8.38,58.78,5.1
test10,12/5/2019 11:32:33 AM,10.51,59.99,6.11
test10,12/5/2019 11:32:35 AM,30.42,66.14,14.56
test10,12/5/2019 11:32:37 AM,30.94,62.93,17.03
test10,12/5/2019 11:32:39 AM,27.84,65,13.84
test10,12/5/2019 11:32:41 AM,27.8,64.32,14.22
test10,12/5/2019 11:32:44 AM,25.61,65.75,12.19
test10,12/5/2019 11:32:46 AM,27.04,66.8,12.34
test10,12/5/2019 11:32:48 AM,28.02,62.68,15.37
test10,12/5/2019 11:32:50 AM,27.6,62.59,15.17
test10,12/5/2019 11:32:52 AM,28.63,63.14,15.46
test10,12/5/2019 11:32:55 AM,26.25,62.07,14.65
test10,12/5/2019 11:32:57 AM,26.4,61.39,15.15
test10,12/5/2019 11:32:59 AM,27.63,62.24,15.4
test10,12/5/2019 11:33:01 AM,28.51,63.27,15.3
test10,12/5/2019 11:33:03 AM,27.96,62.81,15.25
test10,12/5/2019 11:33:06 AM,29.14,61.8,16.64
test10,12/5/2019 11:33:08 AM,12.21,64.7,5.84
test10,12/5/2019 11:33:10 AM,19.68,57.5,12.84
test10,12/5/2019 11:33:12 AM,19.45,63.55,9.97
test10,12/5/2019 11:33:14 AM,15.25,65.31,7.14
test10,12/5/2019 11:33:17 AM,13.48,63.41,6.84
test10,12/5/2019 11:33:19 AM,6.76,63.23,3.42
test10,12/5/2019 11:33:21 AM,9.47,63.95,4.66
test10,12/5/2019 11:33:23 AM,23.24,55.51,16.43
test10,12/5/2019 11:33:25 AM,359.82,65.24,359.92
test10,12/5/2019 11:33:28 AM,8.58,61.69,4.65
test10,12/5/2019 11:33:30 AM,14.77,62.59,7.78
test10,12/5/2019 11:33:32 AM,11.78,64.34,5.72
test10,12/5/2019 11:33:35 AM,10.45,67.44,4.38
test10,12/5/2019 11:33:37 AM,0.53,63.17,0.27
test10,12/5/2019 11:33:39 AM,12.01,62.34,6.36
test10,12/5/2019 11:33:42 AM,19.02,64.24,9.44
test10,12/5/2019 11:33:44 AM,14.2,62.63,7.46
test10,12/5/2019 11:33:46 AM,13.09,62.86,6.8
test10,12/5/2019 11:33:48 AM,11.96,62.42,6.31
test10,12/5/2019 11:33:51 AM,8.27,58.73,5.04
test10,12/5/2019 11:33:53 AM,12.3,60.91,6.92
test10,12/5/2019 11:33:55 AM,12.74,60.52,7.28
test10,12/5/2019 11:33:57 AM,16.2,60.73,9.25
test10,12/5/2019 11:33:59 AM,14.56,59.32,8.76
test10,12/5/2019 11:34:02 AM,12.53,60.31,7.22
test10,12/5/2019 11:34:04 AM,15.4,61.1,8.65
test10,12/5/2019 11:34:06 AM,14.18,60.58,8.11
test10,12/5/2019 11:34:08 AM,14.45,62.26,7.72
test10,12/5/2019 11:34:10 AM,14.11,61.26,7.85
test10,12/5/2019 11:34:50 AM,14.48,61.36,8.03
test10,12/5/2019 11:34:52 AM,27.21,64.63,13.7
test10,12/5/2019 11:34:55 AM,24.57,64.56,12.27
test10,12/5/2019 11:34:57 AM,26.78,63.51,14.12
test10,12/5/2019 11:34:59 AM,26.2,62.79,14.2
test10,12/5/2019 11:35:01 AM,25.09,62.81,13.52
test10,12/5/2019 11:35:03 AM,25.5,62.97,13.67
test10,12/5/2019 11:35:05 AM,26.13,63.69,13.64
test10,12/5/2019 11:35:07 AM,25.41,62.91,13.66
test10,12/5/2019 11:35:10 AM,24.88,62.34,13.67
test10,12/5/2019 11:35:12 AM,332.41,70.86,349.72
test10,12/5/2019 11:35:14 AM,1.89,57,1.23
test10,12/5/2019 11:35:16 AM,3.61,56.83,2.36
test10,12/5/2019 11:35:18 AM,4.51,56.63,2.98
test10,12/5/2019 11:35:20 AM,3.17,55.45,2.19
test10,12/5/2019 11:35:23 AM,4.39,57.26,2.83
test10,12/5/2019 11:35:25 AM,4.92,57.3,3.16
test10,12/5/2019 11:35:27 AM,348.23,66.02,354.7
test10,12/5/2019 11:35:29 AM,4.46,66.76,1.92
test10,12/5/2019 11:35:31 AM,358.68,65.12,359.39
test10,12/5/2019 11:35:33 AM,2.11,59.62,1.24
test10,12/5/2019 11:35:36 AM,0.26,60.03,0.15
test10,12/5/2019 11:35:38 AM,358.67,63.55,359.34
test10,12/5/2019 11:35:40 AM,3.91,61.67,2.11
test10,12/5/2019 11:35:42 AM,0.64,62.7,0.33
test10,12/5/2019 11:35:45 AM,1.15,62.94,0.59
test10,12/5/2019 11:35:47 AM,14.13,57.15,9.24
test10,12/5/2019 11:35:49 AM,1.87,59.21,1.11
test10,12/5/2019 11:35:51 AM,3.05,60.06,1.76
test10,12/5/2019 11:35:53 AM,4.98,60.05,2.87
test10,12/5/2019 11:35:56 AM,5.68,59.12,3.4
test10,12/5/2019 11:35:58 AM,5.58,59.76,3.26
test10,12/5/2019 11:36:00 AM,8.41,62.43,4.41
test10,12/5/2019 11:36:02 AM,6.85,62.46,3.58
test10,12/5/2019 11:36:05 AM,7.61,62.37,4
test10,12/5/2019 11:36:07 AM,10.87,61.32,6
test10,12/5/2019 11:36:09 AM,8.3,62.49,4.34
test10,12/5/2019 11:36:11 AM,347.05,75.7,356.65
test10,12/5/2019 11:36:13 AM,359.14,66.46,359.63
test10,12/5/2019 11:36:16 AM,354.16,64.07,357.15
test10,12/5/2019 11:36:18 AM,353.53,65.04,356.98
test10,12/5/2019 11:36:20 AM,0.91,67.53,0.38
test10,12/5/2019 11:36:22 AM,359.99,65.53,359.99
test10,12/5/2019 11:36:24 AM,356.68,64.67,358.43
test10,12/5/2019 11:36:26 AM,359.72,64.78,359.87
test10,12/5/2019 11:36:29 AM,21.61,63.76,11.05
test10,12/5/2019 11:36:31 AM,8.73,67.44,3.65
test10,12/5/2019 11:36:33 AM,10.73,59.09,6.47
test10,12/5/2019 11:36:35 AM,357.37,61.89,358.59
test10,12/5/2019 11:36:37 AM,354.91,59.19,356.96
test10,12/5/2019 11:36:40 AM,355.34,59.88,357.29
test10,12/5/2019 11:36:42 AM,356.95,60.34,358.26
test10,12/5/2019 11:36:44 AM,356.93,60.24,358.24
test10,12/5/2019 11:36:46 AM,355.54,60.35,357.46
test10,12/5/2019 11:36:48 AM,356.84,59.72,358.15
test10,12/5/2019 11:36:50 AM,9.43,52.43,7.28
test10,12/5/2019 11:36:53 AM,6.49,58.89,3.93
test10,12/5/2019 11:36:55 AM,9.52,56.78,6.26
test10,12/5/2019 11:36:57 AM,7.63,55.14,5.33
test10,12/5/2019 11:36:59 AM,8.81,56.03,5.96
test10,12/5/2019 11:37:01 AM,7.56,55.74,5.16
test10,12/5/2019 11:37:03 AM,6.82,55.82,4.64
test10,12/5/2019 11:37:05 AM,6.97,55.47,4.81
test10,12/5/2019 11:37:08 AM,7.92,57.52,5.06
test10,12/5/2019 11:37:10 AM,7.14,56.79,4.69
test10,12/5/2019 11:37:12 AM,7.52,56.51,4.99
test10,12/5/2019 11:37:14 AM,7.42,55.9,5.04
test10,12/5/2019 11:37:16 AM,7.73,55.47,5.33
test10,12/5/2019 11:37:18 AM,8.2,56.3,5.49
test10,12/5/2019 11:37:21 AM,8.21,56.57,5.44
test10,12/5/2019 11:37:23 AM,5.05,60.59,2.85
test10,12/5/2019 11:37:25 AM,4.41,61.35,2.41
test10,12/5/2019 11:37:27 AM,2.18,60.91,1.21
test10,12/5/2019 11:37:29 AM,5.68,62.21,3
test10,12/5/2019 11:37:31 AM,2.23,62.03,1.18
test10,12/5/2019 11:37:34 AM,2.9,61.75,1.56
test10,12/5/2019 11:37:36 AM,2.72,60.43,1.54
test10,12/5/2019 11:37:38 AM,3.05,61.97,1.62
test10,12/5/2019 11:37:40 AM,3.2,59.95,1.85
test10,12/5/2019 11:37:42 AM,3.93,59.93,2.28
test10,12/5/2019 11:37:45 AM,3.87,59.96,2.24
test10,12/5/2019 11:37:47 AM,3.82,59.67,2.24
test10,12/5/2019 11:37:49 AM,2.98,59.19,1.78
test10,12/5/2019 11:37:51 AM,3.23,59.95,1.87
test10,12/5/2019 11:37:53 AM,5.27,60.19,3.02
test10,12/5/2019 11:37:55 AM,2.16,58.83,1.3
test10,12/5/2019 11:37:58 AM,3.17,60.06,1.83
test10,12/5/2019 11:38:00 AM,3.39,60.81,1.9
test10,12/5/2019 11:38:02 AM,3.3,60.86,1.84
test10,12/5/2019 11:38:04 AM,4.45,60.48,2.52
test10,12/5/2019 11:38:06 AM,2.72,60.59,1.53
test10,12/5/2019 11:38:09 AM,1.04,58.94,0.63
test10,12/5/2019 11:38:11 AM,4.07,60.46,2.31
test10,12/5/2019 11:38:13 AM,4.84,59.7,2.83
test10,12/5/2019 11:38:15 AM,3.68,59.18,2.2
test10,12/5/2019 11:38:17 AM,5.8,59.54,3.42
test10,12/5/2019 11:38:20 AM,4.55,59.32,2.7
test10,12/5/2019 11:38:22 AM,329.84,71.02,348.7
test10,12/5/2019 11:38:24 AM,343.42,66.75,352.71
test10,12/5/2019 11:38:26 AM,348.4,65.19,354.58
test10,12/5/2019 11:38:28 AM,347.98,65.9,354.56
test10,12/5/2019 11:38:31 AM,349.37,64.96,354.99
test10,12/5/2019 11:38:33 AM,348.72,64.09,354.47
test10,12/5/2019 11:38:35 AM,346.5,67.01,354.18
test10,12/5/2019 11:38:38 AM,349.23,65.24,354.99
test10,12/5/2019 11:38:40 AM,350.01,65.25,355.36
test10,12/5/2019 11:38:42 AM,350.24,65.34,355.49
test10,12/5/2019 11:38:44 AM,350.99,65.39,355.84
test10,12/5/2019 11:38:46 AM,351.06,65.12,355.83
test10,12/5/2019 11:38:48 AM,351.37,64.41,355.84
test10,12/5/2019 11:38:51 AM,351.46,65.18,356.03
test10,12/5/2019 11:38:53 AM,352.93,65.3,356.73
test10,12/5/2019 11:38:55 AM,351.46,64.13,355.84
test10,12/5/2019 11:38:57 AM,349.99,65.29,355.35
test10,12/5/2019 11:38:59 AM,350.28,64.52,355.33
test10,12/5/2019 11:39:01 AM,353.57,65.14,357.01
test10,12/5/2019 11:39:04 AM,352.07,65.68,356.4
test10,12/5/2019 11:39:06 AM,352.52,64.41,356.4
test10,12/5/2019 11:39:08 AM,350.73,63.81,355.41
test10,12/5/2019 11:39:10 AM,349.85,64.97,355.22
test10,12/5/2019 11:39:12 AM,352.42,63.55,356.21
test10,12/5/2019 11:39:14 AM,355.45,62.75,357.65
test10,12/5/2019 11:39:16 AM,354.45,64.28,357.32
test10,12/5/2019 11:39:19 AM,355.26,64.15,357.7
test10,12/5/2019 11:39:21 AM,358.71,62.63,359.33
test10,12/5/2019 11:39:23 AM,1.73,76.17,0.43
test10,12/5/2019 11:39:25 AM,328.55,80.63,354.24
test10,12/5/2019 11:39:27 AM,329.87,75.87,351.69
test10,12/5/2019 11:39:29 AM,326.21,78.35,352.14
test10,12/5/2019 11:39:31 AM,352.99,79.22,358.66
test10,12/5/2019 11:39:34 AM,335.94,81.15,356.02
test10,12/5/2019 11:39:36 AM,332.14,78.42,353.82
test10,12/5/2019 11:39:38 AM,329.66,78.5,353.21
test10,12/5/2019 11:39:40 AM,323.16,78.8,351.57
test10,12/5/2019 11:39:42 AM,354.32,80.48,359.04
test10,12/5/2019 11:39:44 AM,3.48,71.09,1.19
test10,12/5/2019 11:39:46 AM,1.1,71.76,0.36
test10,12/5/2019 11:39:49 AM,354.72,68.62,357.93
test10,12/5/2019 11:39:51 AM,358.09,70.63,359.33
test10,12/5/2019 11:39:53 AM,352.48,64.53,356.4
test10,12/5/2019 11:39:55 AM,357.47,66.14,358.88
test10,12/5/2019 11:39:57 AM,357.03,66.66,358.72
test10,12/5/2019 11:40:00 AM,13.16,70.78,4.66
test10,12/5/2019 11:40:02 AM,18.18,74.61,5.17
test10,12/5/2019 11:40:04 AM,31.79,70.73,12.22
test10,12/5/2019 11:40:06 AM,358.42,64.21,359.24
test10,12/5/2019 11:40:08 AM,358.48,63.91,359.26
test10,12/5/2019 11:40:11 AM,352.3,66.56,356.64
test10,12/5/2019 11:40:13 AM,354.63,63.19,357.28
test10,12/5/2019 11:40:15 AM,310.92,85.5,354.82
test10,12/5/2019 11:40:18 AM,348.09,77.47,357.32
test10,12/5/2019 11:40:20 AM,358.3,76.79,359.6
test10,12/5/2019 11:40:22 AM,358.32,77.14,359.62
test10,12/5/2019 11:40:24 AM,353.45,79.07,358.73
test10,12/5/2019 11:40:27 AM,310.4,77.92,345.88
test10,12/5/2019 11:40:29 AM,339.66,79.28,355.99
test10,12/5/2019 11:40:31 AM,345.8,77.37,356.75
test10,12/5/2019 11:40:33 AM,348.79,78.06,357.6
test10,12/5/2019 12:15:16 PM,225,225,225
test10,12/5/2019 12:15:18 PM,225,225,225
test10,12/5/2019 12:15:20 PM,225,225,225
test10,12/5/2019 12:15:23 PM,225,225,225
test10,12/5/2019 12:15:25 PM,225,225,225
test10,12/5/2019 12:15:27 PM,225,225,225
test10,12/5/2019 12:15:29 PM,225,225,225
test10,12/5/2019 12:15:31 PM,225,225,225
test10,12/5/2019 12:15:34 PM,225,225,225
test10,12/5/2019 12:15:36 PM,225,225,225
test10,12/5/2019 12:15:38 PM,225,225,225
test10,12/5/2019 12:15:40 PM,225,225,225
